order_id,delivery_days,shipping_cost_ngn,warehouse_region
ORD-20016,3,2944.69,Lagos Hub
ORD-20017,5,3462.39,PH Hub
ORD-20018,7,1180.57,Lagos Hub
ORD-20019,2,2459.13,Lagos Hub
ORD-20020,3,3287.97,Lagos Hub
ORD-20021,2,709.89,Lagos Hub
ORD-20022,5,3428.7,Abuja Hub
ORD-20023,3,1532.17,Lagos Hub
ORD-20024,3,1612.42,PH Hub
ORD-20025,3,2289.76,Abuja Hub
ORD-20026,3,3322.73,Lagos Hub
ORD-20027,5,2285.63,Lagos Hub
ORD-20028,3,1232.46,Abuja Hub
ORD-20029,5,2309.62,Abuja Hub
ORD-20030,2,1096.19,Abuja Hub
ORD-20031,3,2515.55,PH Hub
ORD-20032,5,1357.94,Abuja Hub
ORD-20033,2,1123.32,Lagos Hub
ORD-20034,5,1049.99,Lagos Hub
ORD-20035,5,1127.19,Lagos Hub
ORD-20036,3,1966.43,Abuja Hub
ORD-20037,4,3049.87,Lagos Hub
ORD-20038,5,1474.47,Lagos Hub
ORD-20039,7,1593.12,Abuja Hub
ORD-20040,3,3344.07,Lagos Hub
ORD-20041,3,521.25,Lagos Hub
ORD-20042,8,582.91,Lagos Hub
ORD-20043,5,3294.43,PH Hub
ORD-20044,6,2519.1,Lagos Hub
ORD-20045,5,2752.25,Lagos Hub
ORD-20046,3,1884.96,Lagos Hub
ORD-20047,10,2431.38,Abuja Hub
ORD-20048,2,664.89,Lagos Hub
ORD-20049,3,3258.38,PH Hub
ORD-20050,6,3411.47,Lagos Hub
ORD-20051,1,3088.35,Lagos Hub
ORD-20052,3,1832.92,Abuja Hub
ORD-20053,3,1175.98,Lagos Hub
ORD-20054,7,3424.4,Abuja Hub
ORD-20055,3,1857.59,Lagos Hub
ORD-20056,5,2956.11,Lagos Hub
ORD-20057,5,3222.44,Abuja Hub
ORD-20058,6,2238.44,Abuja Hub
ORD-20059,2,1234.06,Abuja Hub
ORD-20060,3,1153.13,PH Hub
ORD-20061,3,879.74,Abuja Hub
ORD-20062,7,1934.36,Abuja Hub
ORD-20063,5,2329.53,PH Hub
ORD-20064,3,1352.96,Lagos Hub
ORD-20065,4,861.8,Lagos Hub
ORD-20066,7,3020.45,Abuja Hub
ORD-20067,3,1793.89,Abuja Hub
ORD-20068,4,555.22,Lagos Hub
ORD-20069,14,1016.65,Abuja Hub
ORD-20070,3,3102.33,PH Hub
ORD-20071,4,2551.83,Lagos Hub
ORD-20072,3,1867.29,Abuja Hub
ORD-20073,4,2039.46,Lagos Hub
ORD-20074,3,3289.4,Abuja Hub
ORD-20075,5,1245.45,Abuja Hub
ORD-20076,5,2946.29,Abuja Hub
ORD-20077,3,1878.99,Lagos Hub
ORD-20078,5,2855.67,Lagos Hub
ORD-20079,2,1584.49,Lagos Hub
ORD-20080,6,2929.34,Abuja Hub
ORD-20081,6,1339.95,Abuja Hub
ORD-20082,3,509.78,PH Hub
ORD-20083,3,1751.01,Abuja Hub
ORD-20084,4,1289.58,Lagos Hub
ORD-20085,3,584.2,Abuja Hub
ORD-20086,2,1162.88,Lagos Hub
ORD-20087,6,563.45,Lagos Hub
ORD-20088,3,2410.12,Abuja Hub
ORD-20089,2,3276.69,Lagos Hub
ORD-20090,6,3126.31,Lagos Hub
ORD-20091,14,1922.5,Lagos Hub
ORD-20092,3,797.24,Lagos Hub
ORD-20093,2,2845.38,Lagos Hub
ORD-20094,5,3352.05,PH Hub
ORD-20095,5,1730.26,Lagos Hub
ORD-20096,6,1857.82,Lagos Hub
ORD-20097,3,1061.54,PH Hub
ORD-20098,5,539.79,Lagos Hub
ORD-20099,3,2212.15,Abuja Hub
ORD-20100,3,1566.67,Lagos Hub
ORD-20101,5,2888.22,Lagos Hub
ORD-20102,3,3327.78,Abuja Hub
ORD-20103,7,2855.42,Lagos Hub
ORD-20104,3,1784.71,Abuja Hub
ORD-20105,3,3392.26,Abuja Hub
ORD-20106,3,880.39,PH Hub
ORD-20107,1,2117.95,Lagos Hub
ORD-20108,2,2200.17,Lagos Hub
ORD-20109,5,2190.14,Lagos Hub
ORD-20110,2,2483.04,Lagos Hub
ORD-20111,4,2428.18,Lagos Hub
ORD-20112,2,1812.75,Lagos Hub
ORD-20113,3,996.22,Abuja Hub
ORD-20114,6,2649.06,Lagos Hub
ORD-20115,6,2007.72,Abuja Hub
ORD-20116,2,3057.35,Lagos Hub
ORD-20117,7,2735.06,Lagos Hub
ORD-20118,4,874.76,PH Hub
ORD-20119,4,2226.2,PH Hub
ORD-20120,3,1591.75,Lagos Hub
ORD-20121,5,2959.66,Lagos Hub
ORD-20122,3,1272.9,Lagos Hub
ORD-20123,8,1356.13,PH Hub
ORD-20124,4,1661.72,Lagos Hub
ORD-20125,8,2326.07,PH Hub
ORD-20126,3,547.72,PH Hub
ORD-20127,5,1832.76,Lagos Hub
ORD-20128,1,585.0,Lagos Hub
ORD-20129,6,679.86,Lagos Hub
ORD-20130,4,1005.2,Lagos Hub
ORD-20131,3,2462.12,Lagos Hub
ORD-20132,8,585.96,Lagos Hub
ORD-20133,4,2814.09,Abuja Hub
ORD-20134,3,747.38,Abuja Hub
ORD-20135,3,3276.29,Lagos Hub
ORD-20136,2,2354.58,Lagos Hub
ORD-20137,5,2456.89,Lagos Hub
ORD-20138,3,962.69,Lagos Hub
ORD-20139,2,3272.36,Lagos Hub
ORD-20140,5,3144.56,Abuja Hub
ORD-20141,7,921.66,Abuja Hub
ORD-20142,4,2795.81,Abuja Hub
ORD-20143,4,988.32,Lagos Hub
ORD-20144,2,1218.65,Lagos Hub
ORD-20145,2,517.97,Lagos Hub
ORD-20146,4,1688.45,Lagos Hub
ORD-20147,4,3447.78,PH Hub
ORD-20148,4,2459.7,PH Hub
ORD-20149,7,2526.32,Lagos Hub
ORD-20150,5,1059.87,Lagos Hub
ORD-20151,4,3169.66,PH Hub
ORD-20152,3,1887.0,Abuja Hub
ORD-20153,3,2291.54,Abuja Hub
ORD-20154,2,608.31,PH Hub
ORD-20155,3,637.95,Lagos Hub
ORD-20156,4,1696.66,Lagos Hub
ORD-20157,1,3288.28,Lagos Hub
ORD-20158,4,3312.7,Abuja Hub
ORD-20159,3,843.54,PH Hub
ORD-20160,5,2977.46,Lagos Hub
ORD-20161,3,2105.59,Lagos Hub
ORD-20162,7,2780.2,Lagos Hub
ORD-20163,4,1632.48,Lagos Hub
ORD-20164,3,3312.4,PH Hub
ORD-20165,4,2565.69,PH Hub
ORD-20166,4,813.92,PH Hub
ORD-20167,7,2583.94,Abuja Hub
ORD-20168,4,2150.41,Abuja Hub
ORD-20169,8,2667.63,Abuja Hub
ORD-20170,3,1178.7,Lagos Hub
ORD-20171,1,1684.6,Lagos Hub
ORD-20172,4,3061.22,PH Hub
ORD-20173,5,528.16,Abuja Hub
ORD-20174,5,578.87,Abuja Hub
ORD-20175,6,2629.26,Lagos Hub
ORD-20176,2,1373.17,Lagos Hub
ORD-20177,4,960.11,Lagos Hub
ORD-20178,2,1783.79,Lagos Hub
ORD-20179,3,1603.73,Abuja Hub
ORD-20180,1,2783.48,Abuja Hub
ORD-20181,2,1196.78,Lagos Hub
ORD-20182,3,1157.72,PH Hub
ORD-20183,6,3068.96,Lagos Hub
ORD-20184,2,1919.74,Abuja Hub
ORD-20185,4,1625.9,Lagos Hub
ORD-20186,3,842.16,Abuja Hub
ORD-20187,1,982.39,PH Hub
ORD-20188,6,1736.89,Lagos Hub
ORD-20189,3,2872.78,Lagos Hub
ORD-20190,4,956.33,Lagos Hub
ORD-20191,5,503.33,PH Hub
ORD-20192,3,2867.25,Lagos Hub
ORD-20193,3,2899.97,Lagos Hub
ORD-20194,3,3200.27,Lagos Hub
ORD-20195,3,3204.09,Lagos Hub
ORD-20196,2,1222.09,Abuja Hub
ORD-20197,4,552.85,Lagos Hub
ORD-20198,2,2132.32,Lagos Hub
ORD-20199,6,1751.33,Lagos Hub
ORD-20200,4,1148.82,Lagos Hub
ORD-20201,5,2580.19,Abuja Hub
ORD-20202,10,1282.44,Lagos Hub
ORD-20203,4,1490.7,Abuja Hub
ORD-20204,4,2465.16,Abuja Hub
ORD-20205,2,2807.57,Abuja Hub
ORD-20206,5,3241.37,Lagos Hub
ORD-20207,5,1674.54,Lagos Hub
ORD-20208,2,1307.45,Lagos Hub
ORD-20209,4,2343.43,Lagos Hub
ORD-20210,7,1410.59,Lagos Hub
ORD-20211,4,1667.85,Abuja Hub
ORD-20212,6,1246.1,Abuja Hub
ORD-20213,5,2266.37,Lagos Hub
ORD-20214,8,3382.42,PH Hub
ORD-20215,6,2418.78,Abuja Hub
ORD-20216,10,2124.46,PH Hub
ORD-20217,5,1084.15,Abuja Hub
ORD-20218,5,1325.64,PH Hub
ORD-20219,5,672.81,Lagos Hub
ORD-20220,5,1914.65,Abuja Hub
ORD-20221,2,3419.52,PH Hub
ORD-20222,6,1047.66,Abuja Hub
ORD-20223,8,3297.29,Lagos Hub
ORD-20224,4,2879.22,Lagos Hub
ORD-20225,6,2769.31,Lagos Hub
ORD-20226,2,2351.97,Lagos Hub
ORD-20227,3,1745.33,Lagos Hub
ORD-20228,4,1944.77,Abuja Hub
ORD-20229,6,778.13,Lagos Hub
ORD-20230,3,695.3,PH Hub
ORD-20231,4,1260.94,Abuja Hub
ORD-20232,4,1015.56,Abuja Hub
ORD-20233,5,1930.32,Lagos Hub
ORD-20234,4,1518.57,Abuja Hub
ORD-20235,5,3210.09,PH Hub
ORD-20236,4,1091.7,Abuja Hub
ORD-20237,3,1898.15,Lagos Hub
ORD-20238,2,1803.42,Lagos Hub
ORD-20239,3,1126.44,Lagos Hub
ORD-20240,2,1959.14,PH Hub
ORD-20241,1,679.01,Lagos Hub
ORD-20242,4,1290.79,Abuja Hub
ORD-20243,3,1506.16,Abuja Hub
ORD-20244,4,740.9,Abuja Hub
ORD-20245,3,1911.67,Abuja Hub
ORD-20246,5,599.23,Lagos Hub
ORD-20247,7,3294.65,Lagos Hub
ORD-20248,4,1814.1,Lagos Hub
ORD-20249,2,522.72,Abuja Hub
ORD-20250,6,2765.25,Abuja Hub
ORD-20251,4,2842.2,Abuja Hub
ORD-20252,2,2812.93,Lagos Hub
ORD-20253,2,2723.72,Abuja Hub
ORD-20254,2,670.39,Lagos Hub
ORD-20255,3,1603.68,Abuja Hub
ORD-20256,3,3078.94,Lagos Hub
ORD-20257,1,1949.06,PH Hub
ORD-20258,4,1142.62,Lagos Hub
ORD-20259,3,1205.81,PH Hub
ORD-20260,5,2430.28,Lagos Hub
ORD-20261,3,1437.9,Abuja Hub
ORD-20262,4,2535.62,Lagos Hub
ORD-20263,4,1562.82,PH Hub
ORD-20264,4,1640.83,Lagos Hub
ORD-20265,6,1946.19,Lagos Hub
ORD-20266,5,3336.21,PH Hub
ORD-20267,3,635.73,Abuja Hub
ORD-20268,5,1308.55,Lagos Hub
ORD-20269,4,3137.62,Abuja Hub
ORD-20270,7,1190.27,Abuja Hub
ORD-20271,4,1462.97,Lagos Hub
ORD-20272,3,3221.26,Abuja Hub
ORD-20273,8,2352.7,Lagos Hub
ORD-20274,4,644.86,PH Hub
ORD-20275,4,2367.84,Lagos Hub
ORD-20276,3,3106.3,Lagos Hub
ORD-20277,3,1883.54,Lagos Hub
ORD-20278,3,1984.03,Abuja Hub
ORD-20279,3,634.97,Abuja Hub
ORD-20280,10,1995.68,Lagos Hub
ORD-20281,6,3174.09,Lagos Hub
ORD-20282,3,1879.33,Lagos Hub
ORD-20283,3,1652.38,Lagos Hub
ORD-20284,10,2265.48,Lagos Hub
ORD-20285,8,1594.62,Abuja Hub
ORD-20286,1,3296.59,Lagos Hub
ORD-20287,2,1037.28,Lagos Hub
ORD-20288,5,2977.65,Abuja Hub
ORD-20289,6,3109.12,Abuja Hub
ORD-20290,4,2617.42,Lagos Hub
ORD-20291,3,2084.04,Abuja Hub
ORD-20292,6,713.86,Lagos Hub
ORD-20293,3,2869.46,Lagos Hub
ORD-20294,7,2430.21,Abuja Hub
ORD-20295,2,3359.6,Lagos Hub
ORD-20296,8,1999.39,PH Hub
ORD-20297,7,2192.46,Lagos Hub
ORD-20298,4,1332.26,Lagos Hub
ORD-20299,3,3123.25,Lagos Hub
ORD-20300,1,2741.06,Lagos Hub
ORD-20301,4,2728.93,Lagos Hub
ORD-20302,4,2763.51,Lagos Hub
ORD-20303,5,1012.19,PH Hub
ORD-20304,3,2655.45,Lagos Hub
ORD-20305,2,2271.1,PH Hub
ORD-20306,2,2490.98,Lagos Hub
ORD-20307,4,2330.88,Lagos Hub
ORD-20308,3,2813.63,Lagos Hub
ORD-20309,5,3181.31,PH Hub
ORD-20310,3,2994.05,Lagos Hub
ORD-20311,8,3498.38,PH Hub
ORD-20312,3,2042.22,Abuja Hub
ORD-20313,2,1340.55,Lagos Hub
ORD-20314,6,1909.44,Lagos Hub
ORD-20315,5,3443.38,Lagos Hub
ORD-20316,5,1087.82,PH Hub
ORD-20317,2,2299.56,Abuja Hub
ORD-20318,5,3051.18,Lagos Hub
ORD-20319,5,3289.79,PH Hub
ORD-20320,3,1658.45,Lagos Hub
ORD-20321,6,2435.2,Lagos Hub
ORD-20322,3,2118.08,Lagos Hub
ORD-20323,2,3081.54,Abuja Hub
ORD-20324,3,2991.58,PH Hub
ORD-20325,6,2009.54,Abuja Hub
ORD-20326,10,1383.92,Lagos Hub
ORD-20327,3,1440.33,Abuja Hub
ORD-20328,1,804.51,Lagos Hub
ORD-20329,6,1493.06,Lagos Hub
ORD-20330,2,1465.6,Lagos Hub
ORD-20331,4,1525.6,Lagos Hub
ORD-20332,2,1235.7,Lagos Hub
ORD-20333,4,3009.03,PH Hub
ORD-20334,3,2235.67,Lagos Hub
ORD-20335,3,3432.55,Lagos Hub
ORD-20336,3,633.53,PH Hub
ORD-20337,2,1285.67,PH Hub
ORD-20338,7,947.87,PH Hub
ORD-20339,7,2175.08,Lagos Hub
ORD-20340,6,1721.24,Lagos Hub
ORD-20341,10,940.23,Lagos Hub
ORD-20342,7,1167.55,Lagos Hub
ORD-20343,4,3351.02,Abuja Hub
ORD-20344,5,2378.1,Lagos Hub
ORD-20345,4,3314.09,Lagos Hub
ORD-20346,4,804.63,Lagos Hub
ORD-20347,3,1262.25,Abuja Hub
ORD-20348,2,2442.73,Abuja Hub
ORD-20349,1,554.86,Lagos Hub
ORD-20350,4,2997.57,Abuja Hub
ORD-20351,10,3415.76,Lagos Hub
ORD-20352,3,2625.08,Lagos Hub
ORD-20353,1,3371.4,Lagos Hub
ORD-20354,3,2667.77,Abuja Hub
ORD-20355,4,1340.24,Lagos Hub
ORD-20356,6,1908.64,Abuja Hub
ORD-20357,4,2576.31,Abuja Hub
ORD-20358,4,2647.07,Lagos Hub
ORD-20359,3,937.47,Lagos Hub
ORD-20360,3,2598.23,PH Hub
ORD-20361,7,2278.25,Lagos Hub
ORD-20362,2,1087.18,Abuja Hub
ORD-20363,5,2163.11,Abuja Hub
ORD-20364,5,2157.47,Abuja Hub
ORD-20365,7,2308.75,Lagos Hub
ORD-20366,2,2999.87,Abuja Hub
ORD-20367,4,2114.71,Lagos Hub
ORD-20368,4,2111.94,PH Hub
ORD-20369,3,1256.88,Lagos Hub
ORD-20370,6,1455.5,Abuja Hub
ORD-20371,4,1057.16,Lagos Hub
ORD-20372,3,541.07,Abuja Hub
ORD-20373,5,3240.37,Lagos Hub
ORD-20374,3,2009.13,Abuja Hub
ORD-20375,4,2911.42,Abuja Hub
ORD-20376,4,2707.86,PH Hub
ORD-20377,4,2849.5,Lagos Hub
ORD-20378,1,2658.68,Abuja Hub
ORD-20379,3,2780.47,Lagos Hub
ORD-20380,2,1470.09,Abuja Hub
ORD-20381,4,2316.08,Lagos Hub
ORD-20382,10,1791.37,Lagos Hub
ORD-20383,2,976.83,PH Hub
ORD-20384,6,1960.25,Lagos Hub
ORD-20385,3,1098.89,Abuja Hub
ORD-20386,1,711.01,Abuja Hub
ORD-20387,5,1541.93,Lagos Hub
ORD-20388,2,2237.22,Abuja Hub
ORD-20389,1,2745.35,Lagos Hub
ORD-20390,14,3375.55,Lagos Hub
ORD-20391,5,1499.67,Lagos Hub
ORD-20392,2,951.13,Lagos Hub
ORD-20393,3,1890.67,Abuja Hub
ORD-20394,2,1356.42,Lagos Hub
ORD-20395,3,1063.21,Lagos Hub
ORD-20396,2,1210.43,Lagos Hub
ORD-20397,3,737.29,Lagos Hub
ORD-20398,5,3194.67,Abuja Hub
ORD-20399,3,1271.97,PH Hub
ORD-20400,2,1549.79,PH Hub
ORD-20401,3,3013.8,PH Hub
ORD-20402,3,1723.57,Abuja Hub
ORD-20403,3,1899.71,Lagos Hub
ORD-20404,5,2044.48,Lagos Hub
ORD-20405,3,2660.14,Abuja Hub
ORD-20406,7,2969.76,Abuja Hub
ORD-20407,3,3083.34,Abuja Hub
ORD-20408,3,732.61,Lagos Hub
ORD-20409,4,3108.58,Lagos Hub
ORD-20410,3,1360.15,Abuja Hub
ORD-20411,3,1735.4,Lagos Hub
ORD-20412,3,1616.82,Lagos Hub
ORD-20413,4,2208.71,Abuja Hub
ORD-20414,7,1840.36,Lagos Hub
ORD-20415,5,953.1,Lagos Hub
ORD-20416,2,1413.01,Abuja Hub
ORD-20417,4,1162.97,Lagos Hub
ORD-20418,4,2824.54,Lagos Hub
ORD-20419,4,2578.0,Abuja Hub
ORD-20420,5,3389.48,Lagos Hub
ORD-20421,1,2336.0,Lagos Hub
ORD-20422,2,1237.11,Lagos Hub
ORD-20423,3,3282.47,Lagos Hub
ORD-20424,5,3487.23,Lagos Hub
ORD-20425,2,2357.55,Lagos Hub
ORD-20426,8,2947.65,Abuja Hub
ORD-20427,4,1714.12,Lagos Hub
ORD-20428,6,3032.1,Abuja Hub
ORD-20429,3,2667.92,Abuja Hub
ORD-20430,5,2821.24,Lagos Hub
ORD-20431,4,2033.95,Lagos Hub
ORD-20432,6,1412.85,Lagos Hub
ORD-20433,6,575.4,PH Hub
ORD-20434,5,2657.09,Lagos Hub
ORD-20435,3,2379.06,Lagos Hub
ORD-20436,6,2053.15,Abuja Hub
ORD-20437,3,1715.42,PH Hub
ORD-20438,5,2111.76,Lagos Hub
ORD-20439,5,3220.78,Lagos Hub
ORD-20440,4,2411.79,Lagos Hub
ORD-20441,4,2461.53,Abuja Hub
ORD-20442,4,2477.89,PH Hub
ORD-20443,4,2966.98,Lagos Hub
ORD-20444,4,2833.41,PH Hub
ORD-20445,4,540.69,Lagos Hub
ORD-20446,1,754.56,Lagos Hub
ORD-20447,7,705.03,PH Hub
ORD-20448,2,3304.79,Abuja Hub
ORD-20449,2,3259.41,Abuja Hub
ORD-20450,5,2770.92,PH Hub
ORD-20451,3,2786.89,Lagos Hub
ORD-20452,3,2416.68,Lagos Hub
ORD-20453,3,1578.65,Abuja Hub
ORD-20454,2,2849.87,Lagos Hub
ORD-20455,3,3462.7,Abuja Hub
ORD-20456,8,2399.0,Lagos Hub
ORD-20457,4,1760.19,PH Hub
ORD-20458,5,2994.78,Lagos Hub
ORD-20459,3,2545.18,PH Hub
ORD-20460,4,1165.86,Abuja Hub
ORD-20461,3,645.47,Lagos Hub
ORD-20462,2,2208.1,Abuja Hub
ORD-20463,6,1889.27,Lagos Hub
ORD-20464,5,2398.83,Abuja Hub
ORD-20465,2,2334.79,PH Hub
ORD-20466,8,788.6,Abuja Hub
ORD-20467,4,3121.4,Lagos Hub
ORD-20468,5,1002.18,Lagos Hub
ORD-20469,6,3018.02,Lagos Hub
ORD-20470,6,2286.83,Lagos Hub
ORD-20471,7,2881.88,Lagos Hub
ORD-20472,4,2051.12,Abuja Hub
ORD-20473,1,1844.18,Abuja Hub
ORD-20474,2,2797.16,Abuja Hub
ORD-20475,2,3340.56,Lagos Hub
ORD-20476,3,1065.22,Lagos Hub
ORD-20477,2,3019.1,Abuja Hub
ORD-20478,3,2391.04,Abuja Hub
ORD-20479,3,730.79,PH Hub
ORD-20480,4,2057.45,Lagos Hub
ORD-20481,3,2263.24,Lagos Hub
ORD-20482,8,752.11,Abuja Hub
ORD-20483,4,1039.95,Lagos Hub
ORD-20484,2,1512.8,Abuja Hub
ORD-20485,3,3457.09,Abuja Hub
ORD-20486,7,896.1,Lagos Hub
ORD-20487,2,1008.74,Lagos Hub
ORD-20488,2,678.85,Lagos Hub
ORD-20489,14,1257.12,Lagos Hub
ORD-20490,3,2391.68,Lagos Hub
ORD-20491,7,2937.49,Abuja Hub
ORD-20492,5,1099.15,Abuja Hub
ORD-20493,5,3246.88,Lagos Hub
ORD-20494,3,731.41,PH Hub
ORD-20495,8,687.37,Lagos Hub
ORD-20496,2,1602.75,Lagos Hub
ORD-20497,3,3443.9,Abuja Hub
ORD-20498,6,2029.84,Abuja Hub
ORD-20499,3,1263.91,PH Hub
ORD-20500,7,673.85,Lagos Hub
ORD-20501,3,3421.06,Abuja Hub
ORD-20502,3,2315.93,Lagos Hub
ORD-20503,4,3217.81,Lagos Hub
ORD-20504,3,3312.96,Lagos Hub
ORD-20505,5,3053.76,PH Hub
ORD-20506,3,3228.35,Abuja Hub
ORD-20507,4,3426.82,Lagos Hub
ORD-20508,2,2008.5,Abuja Hub
ORD-20509,7,1158.4,Abuja Hub
ORD-20510,3,3276.88,Lagos Hub
ORD-20511,6,511.03,Abuja Hub
ORD-20512,3,3367.82,Abuja Hub
ORD-20513,4,737.02,PH Hub
ORD-20514,4,1350.94,Abuja Hub
ORD-20515,7,2110.56,Lagos Hub
ORD-20516,2,2937.98,Abuja Hub
ORD-20517,2,1683.67,Lagos Hub
ORD-20518,8,1131.14,Abuja Hub
ORD-20519,3,1559.66,Abuja Hub
ORD-20520,6,1811.31,Lagos Hub
ORD-20521,7,3165.55,Abuja Hub
ORD-20522,6,2449.28,Abuja Hub
ORD-20523,7,1808.96,Lagos Hub
ORD-20524,3,1630.28,Abuja Hub
ORD-20525,4,1436.08,Lagos Hub
ORD-20526,4,1972.16,Abuja Hub
ORD-20527,4,2174.19,Lagos Hub
ORD-20528,2,1390.02,Lagos Hub
ORD-20529,4,2698.45,Lagos Hub
ORD-20530,5,1329.88,Lagos Hub
ORD-20531,1,577.19,Lagos Hub
ORD-20532,3,1454.66,Lagos Hub
ORD-20533,6,3048.05,Lagos Hub
ORD-20534,2,1249.37,Lagos Hub
ORD-20535,5,3018.85,Lagos Hub
ORD-20536,5,2547.99,Lagos Hub
ORD-20537,2,1702.77,Lagos Hub
ORD-20538,4,3464.5,Abuja Hub
ORD-20539,5,925.23,Abuja Hub
ORD-20540,6,3469.73,PH Hub
ORD-20541,5,2059.13,Lagos Hub
ORD-20542,5,1732.93,PH Hub
ORD-20543,1,922.05,Abuja Hub
ORD-20544,2,779.49,PH Hub
ORD-20545,3,716.75,Lagos Hub
ORD-20546,2,3326.17,Lagos Hub
ORD-20547,3,2290.31,Abuja Hub
ORD-20548,3,1469.06,Lagos Hub
ORD-20549,4,1510.42,Lagos Hub
ORD-20550,7,2893.71,Lagos Hub
ORD-20551,2,2656.53,Lagos Hub
ORD-20552,4,2526.73,Lagos Hub
ORD-20553,6,2593.24,Lagos Hub
ORD-20554,4,1084.87,Lagos Hub
ORD-20555,4,515.42,Lagos Hub
ORD-20556,5,3230.38,Abuja Hub
ORD-20557,1,1630.61,PH Hub
ORD-20558,3,2872.19,Lagos Hub
ORD-20559,4,2294.1,PH Hub
ORD-20560,5,1744.83,Lagos Hub
ORD-20561,8,811.45,Abuja Hub
ORD-20562,5,1997.78,PH Hub
ORD-20563,5,536.38,PH Hub
ORD-20564,5,3351.87,Lagos Hub
ORD-20565,6,1290.23,Lagos Hub
ORD-20566,7,3386.39,Abuja Hub
ORD-20567,3,993.15,Lagos Hub
ORD-20568,2,2772.22,PH Hub
ORD-20569,3,2464.47,Abuja Hub
ORD-20570,3,590.2,Lagos Hub
ORD-20571,3,749.06,PH Hub
ORD-20572,4,585.0,Lagos Hub
ORD-20573,7,1500.48,Lagos Hub
ORD-20574,7,2946.75,Lagos Hub
ORD-20575,8,1012.03,PH Hub
ORD-20576,2,2055.71,Abuja Hub
ORD-20577,3,1209.32,PH Hub
ORD-20578,6,1956.26,Lagos Hub
ORD-20579,2,3453.5,Abuja Hub
ORD-20580,10,2244.82,Lagos Hub
ORD-20581,4,1828.3,Abuja Hub
ORD-20582,1,2680.3,PH Hub
ORD-20583,10,2901.19,Lagos Hub
ORD-20584,6,2397.23,Lagos Hub
ORD-20585,1,2943.59,PH Hub
ORD-20586,8,3292.48,Lagos Hub
ORD-20587,1,1587.83,Abuja Hub
ORD-20588,4,2436.43,Abuja Hub
ORD-20589,5,2338.68,PH Hub
ORD-20590,7,2141.21,Lagos Hub
ORD-20591,2,812.34,Lagos Hub
ORD-20592,5,3472.01,Lagos Hub
ORD-20593,2,2550.61,Lagos Hub
ORD-20594,4,3223.73,Lagos Hub
ORD-20595,4,2401.72,Lagos Hub
ORD-20596,5,2516.79,Abuja Hub
ORD-20597,3,1844.13,Abuja Hub
ORD-20598,1,2385.19,Lagos Hub
ORD-20599,2,2618.49,Lagos Hub
ORD-20600,2,2845.36,Lagos Hub
ORD-20601,2,1009.1,PH Hub
ORD-20602,5,2971.99,Abuja Hub
ORD-20603,5,1671.02,Lagos Hub
ORD-20604,4,1678.42,Lagos Hub
ORD-20605,2,1884.45,Lagos Hub
ORD-20606,3,1124.21,Lagos Hub
ORD-20607,3,1518.4,Lagos Hub
ORD-20608,3,3108.95,PH Hub
ORD-20609,2,901.8,Lagos Hub
ORD-20610,14,3308.37,Lagos Hub
ORD-20611,3,1704.62,Lagos Hub
ORD-20612,5,3448.32,Abuja Hub
ORD-20613,1,564.9,PH Hub
ORD-20614,3,2850.68,Lagos Hub
ORD-20615,8,2945.46,PH Hub
ORD-20616,8,2794.59,Abuja Hub
ORD-20617,5,3034.37,PH Hub
ORD-20618,6,1743.58,Abuja Hub
ORD-20619,2,2853.88,Abuja Hub
ORD-20620,4,1400.03,PH Hub
ORD-20621,1,649.69,Lagos Hub
ORD-20622,4,998.42,Lagos Hub
ORD-20623,2,3126.58,Lagos Hub
ORD-20624,4,2307.52,Lagos Hub
ORD-20625,4,2806.96,Abuja Hub
ORD-20626,2,2167.81,Lagos Hub
ORD-20627,1,1132.37,Lagos Hub
ORD-20628,3,2019.73,Lagos Hub
ORD-20629,4,535.21,Lagos Hub
ORD-20630,7,2354.07,PH Hub
ORD-20631,3,1082.86,Lagos Hub
ORD-20632,2,615.34,Lagos Hub
ORD-20633,5,2315.99,Lagos Hub
ORD-20634,3,2703.62,Lagos Hub
ORD-20635,4,2048.65,Lagos Hub
ORD-20636,3,3393.56,Lagos Hub
ORD-20637,4,1897.76,Lagos Hub
ORD-20638,2,2120.34,Abuja Hub
ORD-20639,2,890.72,Lagos Hub
ORD-20640,4,2382.28,Abuja Hub
ORD-20641,4,2524.66,Lagos Hub
ORD-20642,5,3437.22,PH Hub
ORD-20643,10,3120.05,PH Hub
ORD-20644,3,3334.84,Abuja Hub
ORD-20645,3,2855.42,Lagos Hub
ORD-20646,4,2179.41,Abuja Hub
ORD-20647,4,2449.05,Lagos Hub
ORD-20648,2,806.87,Lagos Hub
ORD-20649,4,911.9,Lagos Hub
ORD-20650,5,1849.23,Lagos Hub
ORD-20651,5,2432.22,Abuja Hub
ORD-20652,3,2350.43,Lagos Hub
ORD-20653,5,1016.45,Abuja Hub
ORD-20654,5,904.31,Abuja Hub
ORD-20655,3,3438.17,Lagos Hub
ORD-20656,14,2934.59,PH Hub
ORD-20657,3,1003.5,Lagos Hub
ORD-20658,3,1092.75,Abuja Hub
ORD-20659,6,1601.32,PH Hub
ORD-20660,3,1046.12,Lagos Hub
ORD-20661,5,2206.84,PH Hub
ORD-20662,2,2752.75,Lagos Hub
ORD-20663,4,738.3,Lagos Hub
